web-scraper-order,web-scraper-start-url,archetype_link,archetype_link-href,winrate,deck,deck-href,cards
"1665776383-11795","https://mtgdecks.net/Modern/metagame:last-year","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry","58%","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry-decklist-by-zildjian88-1476544","3
 Expressive Iteration"
"1665776383-11796","https://mtgdecks.net/Modern/metagame:last-year","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry","58%","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry-decklist-by-zildjian88-1476544","4
 Urza's Saga"
"1665776383-11797","https://mtgdecks.net/Modern/metagame:last-year","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry","58%","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry-decklist-by-zildjian88-1476544","4
 Underworld Breach"
"1665776383-11798","https://mtgdecks.net/Modern/metagame:last-year","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry","58%","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry-decklist-by-zildjian88-1476544","2
 Teferi, Time Raveler"
"1665776383-11799","https://mtgdecks.net/Modern/metagame:last-year","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry","58%","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry-decklist-by-zildjian88-1476544","1
 Island"
"1665776383-11800","https://mtgdecks.net/Modern/metagame:last-year","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry","58%","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry-decklist-by-zildjian88-1476544","1
 Sacred Foundry"
"1665776383-11801","https://mtgdecks.net/Modern/metagame:last-year","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry","58%","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry-decklist-by-zildjian88-1476544","1
 Otawara, Soaring City"
"1665776383-11802","https://mtgdecks.net/Modern/metagame:last-year","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry","58%","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry-decklist-by-zildjian88-1476544","1
 Mountain"
"1665776383-11803","https://mtgdecks.net/Modern/metagame:last-year","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry","58%","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry-decklist-by-zildjian88-1476544","1
 Hallowed Fountain"
"1665776383-11804","https://mtgdecks.net/Modern/metagame:last-year","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry","58%","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry-decklist-by-zildjian88-1476544","2
 Steam Vents"
"1665776383-11805","https://mtgdecks.net/Modern/metagame:last-year","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry","58%","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry-decklist-by-zildjian88-1476544","2
 Spirebluff Canal"
"1665776383-11806","https://mtgdecks.net/Modern/metagame:last-year","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry","58%","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry-decklist-by-zildjian88-1476544","2
 Flooded Strand"
"1665776383-11807","https://mtgdecks.net/Modern/metagame:last-year","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry","58%","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry-decklist-by-zildjian88-1476544","2
 Arid Mesa"
"1665776383-11808","https://mtgdecks.net/Modern/metagame:last-year","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry","58%","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry-decklist-by-zildjian88-1476544","4
 Scalding Tarn"
"1665776383-11809","https://mtgdecks.net/Modern/metagame:last-year","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry","58%","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry-decklist-by-zildjian88-1476544","1
 Wear/Tear"
"1665776383-11810","https://mtgdecks.net/Modern/metagame:last-year","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry","58%","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry-decklist-by-zildjian88-1476544","1
 Soul-Guide Lantern"
"1665776383-11811","https://mtgdecks.net/Modern/metagame:last-year","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry","58%","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry-decklist-by-zildjian88-1476544","1
 Shadowspear"
"1665776383-11812","https://mtgdecks.net/Modern/metagame:last-year","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry","58%","Underworld Foundry","https://mtgdecks.net/Modern/underworld-foundry-decklist-by-zildjian88-1476544","1
 Aether Gust"
